order_id,region_id,city,courier_id,accept_time,time_window_start,time_window_end,lng,lat,aoi_id,aoi_type,pickup_time,pickup_gps_time,pickup_gps_lng,pickup_gps_lat,accept_gps_time,accept_gps_lng,accept_gps_lat,ds,courier_phone,courier_name,package_weight
732144,12,Shanghai,15685,05-31 08:05:00,05-31 09:00:00,05-31 10:00:00,121.19175,31.01937,3115,1,05-31 09:16:00,,,,,,,0531,13822601074,张勇,13.39
4237239,12,Shanghai,15685,05-27 07:40:00,05-27 15:00:00,05-27 16:00:00,121.19306,31.01792,3115,1,05-27 11:53:00,,,,05-27 07:40:00,121.21618,31.01045,0527,13822601074,张勇,10.55
174851,12,Shanghai,15685,05-26 07:37:00,05-26 10:00:00,05-26 11:00:00,121.19185,31.01815,3115,1,05-26 09:52:00,,,,,,,0526,13822601074,张勇,4.99
619947,12,Shanghai,15685,05-25 14:47:00,05-25 14:47:00,05-25 15:47:00,121.19215,31.01909,3115,1,05-25 15:40:00,05-25 15:40:00,121.19118,31.01923,05-25 14:47:00,121.20877,31.00906,0525,13822601074,张勇,1.98
5695852,12,Shanghai,15685,05-30 14:46:00,05-30 14:46:00,05-30 15:46:00,121.19188,31.01803,3115,1,05-30 15:05:00,,,,,,,0530,13822601074,张勇,4.29
5722230,12,Shanghai,15685,05-28 09:06:00,05-28 11:00:00,05-28 12:00:00,121.1923,31.01801,3115,1,05-28 10:06:00,,,,,,,0528,13822601074,张勇,0.59
2758507,12,Shanghai,15685,05-27 08:49:00,05-27 10:00:00,05-27 11:00:00,121.19179,31.01818,3115,1,05-27 09:56:00,,,,,,,0527,13822601074,张勇,3.46
1907468,12,Shanghai,15685,05-27 07:35:00,05-27 11:00:00,05-27 12:00:00,121.19301,31.018,3115,1,05-27 11:43:00,,,,,,,0527,13822601074,张勇,9.84
1933291,12,Shanghai,15685,05-29 09:05:00,05-29 10:00:00,05-29 11:00:00,121.19239,31.01815,3115,1,05-29 09:56:00,,,,,,,0529,13822601074,张勇,5.92
2509253,12,Shanghai,15685,05-30 09:22:00,05-30 10:00:00,05-30 11:00:00,121.19233,31.01801,3115,1,05-30 10:02:00,,,,,,,0530,13822601074,张勇,0.25
3467554,12,Shanghai,15685,05-29 13:21:00,05-29 13:21:00,05-29 14:21:00,121.19321,31.01767,3115,1,05-29 13:30:00,,,,,,,0529,13822601074,张勇,12.1
5510626,12,Shanghai,15685,05-28 12:56:00,05-28 12:55:00,05-28 13:55:00,121.1922,31.01907,3115,1,05-28 13:14:00,,,,,,,0528,13822601074,张勇,12.11
2553215,12,Shanghai,15685,05-31 11:54:00,05-31 12:00:00,05-31 13:00:00,121.19172,31.01813,3115,1,05-31 12:21:00,,,,,,,0531,13822601074,张勇,0.71
508576,12,Shanghai,15685,05-27 12:33:00,05-27 16:00:00,05-27 17:00:00,121.19177,31.01804,3115,1,05-27 16:02:00,,,,,,,0527,13822601074,张勇,8.01
4197192,12,Shanghai,15685,05-28 10:20:00,05-28 12:00:00,05-28 13:00:00,121.1923,31.01801,3115,1,05-28 12:56:00,,,,,,,0528,13822601074,张勇,5.11
1522417,12,Shanghai,15685,05-28 11:16:00,05-28 12:00:00,05-28 13:00:00,121.19228,31.01805,3115,1,05-28 12:47:00,,,,,,,0528,13822601074,张勇,2.84
3307315,12,Shanghai,15685,05-29 08:29:00,05-29 09:00:00,05-29 10:00:00,121.19235,31.01808,3115,1,05-29 09:27:00,,,,,,,0529,13822601074,张勇,9.66
2918171,12,Shanghai,15685,05-28 09:08:00,05-28 10:00:00,05-28 11:00:00,121.1923,31.01815,3115,1,05-28 09:54:00,,,,,,,0528,13822601074,张勇,4.26
339091,12,Shanghai,15685,05-31 07:40:00,05-31 09:00:00,05-31 10:00:00,121.19232,31.01811,3115,1,05-31 09:08:00,,,,05-31 07:37:00,121.21621,31.01056,0531,13822601074,张勇,4.87
5395333,12,Shanghai,15685,05-27 11:51:00,05-27 13:00:00,05-27 14:00:00,121.19236,31.01811,3115,1,05-27 11:58:00,,,,,,,0527,13822601074,张勇,10.91
5919841,12,Shanghai,9280,05-26 08:39:00,05-26 10:00:00,05-26 11:00:00,121.20461,31.01783,3159,1,05-26 10:41:00,05-26 10:41:00,121.20481,31.01654,05-26 08:38:00,121.20712,31.01057,0526,13866380114,郭平,5.22
516397,12,Shanghai,9280,05-26 17:04:00,05-26 18:00:00,05-26 19:00:00,121.20346,31.01681,3159,1,05-26 17:33:00,05-26 17:33:00,121.20481,31.01668,05-26 17:04:00,121.19313,31.00594,0526,13866380114,郭平,13.6
2779935,12,Shanghai,9280,05-26 07:36:00,05-26 13:00:00,05-26 14:00:00,121.20294,31.01733,3159,1,05-26 11:52:00,05-26 11:52:00,121.20476,31.0166,05-26 07:36:00,121.21656,31.01044,0526,13866380114,郭平,10.38
1305339,12,Shanghai,9280,05-26 09:45:00,05-26 11:00:00,05-26 12:00:00,121.20457,31.01639,3159,1,05-26 11:42:00,05-26 11:42:00,121.20487,31.0166,05-26 09:45:00,121.18286,31.0065,0526,13866380114,郭平,10.07
3064431,12,Shanghai,10580,05-26 08:46:00,05-26 10:00:00,05-26 11:00:00,121.20451,31.01798,3159,1,05-26 09:05:00,,,,05-26 08:46:00,121.20222,31.01849,0526,13828912556,徐伟,0.61
187716,12,Shanghai,10580,05-31 08:16:00,05-31 09:00:00,05-31 10:00:00,121.20459,31.01783,3159,1,05-31 09:39:00,,,,05-31 08:16:00,121.21648,31.01041,0531,13828912556,徐伟,8.85
3269035,12,Shanghai,10580,05-31 15:19:00,05-31 15:19:00,05-31 16:19:00,121.20446,31.01816,3159,1,05-31 15:50:00,,,,05-31 15:19:00,121.21647,31.01042,0531,13828912556,徐伟,6.91
3176883,12,Shanghai,10580,05-25 12:43:00,05-25 12:43:00,05-25 13:43:00,121.20659,31.01894,3159,1,05-25 13:08:00,,,,,,,0525,13828912556,徐伟,10.34
1970419,12,Shanghai,10580,05-30 08:48:00,05-30 16:00:00,05-30 17:00:00,121.20456,31.01631,3159,1,05-30 16:00:00,,,,,,,0530,13828912556,徐伟,11.06
2567812,12,Shanghai,10580,05-28 07:41:00,05-28 09:00:00,05-28 10:00:00,121.2046,31.01795,3159,1,05-28 09:19:00,,,,05-28 07:41:00,121.21648,31.0105,0528,13828912556,徐伟,4.74
445965,12,Shanghai,10580,05-28 14:22:00,05-28 14:22:00,05-28 15:22:00,121.20653,31.01694,3159,1,05-28 14:59:00,,,,05-28 14:22:00,121.21655,31.01043,0528,13828912556,徐伟,0.21
5411881,12,Shanghai,10580,05-28 07:56:00,05-28 09:00:00,05-28 10:00:00,121.20668,31.01898,3159,1,05-28 09:32:00,,,,05-28 07:46:00,121.21387,31.0104,0528,13828912556,徐伟,10.06
3545605,12,Shanghai,10580,05-28 09:01:00,05-28 13:00:00,05-28 14:00:00,121.20495,31.01784,3159,1,05-28 11:31:00,,,,,,,0528,13828912556,徐伟,1.71
3114250,12,Shanghai,10580,05-30 12:10:00,05-30 12:10:00,05-30 13:10:00,121.20453,31.01784,3159,1,05-30 12:45:00,,,,05-30 12:02:00,121.21651,31.0105,0530,13828912556,徐伟,0.88
3778313,12,Shanghai,10580,05-30 08:42:00,05-30 10:00:00,05-30 11:00:00,121.20467,31.01783,3159,1,05-30 09:39:00,,,,,,,0530,13828912556,徐伟,6.68
2607638,12,Shanghai,10580,05-25 14:24:00,05-25 17:00:00,05-25 18:00:00,121.20562,31.01711,3159,1,05-25 17:22:00,,,,,,,0525,13828912556,徐伟,14.62
3581095,12,Shanghai,10580,05-26 07:37:00,05-26 09:00:00,05-26 10:00:00,121.2046,31.01781,3159,1,05-26 08:49:00,05-26 08:49:00,121.20226,31.01849,,,,0526,13828912556,徐伟,4.86
3017722,12,Shanghai,10580,05-25 12:12:00,05-25 17:00:00,05-25 18:00:00,121.20466,31.01796,3159,1,05-25 17:13:00,,,,,,,0525,13828912556,徐伟,0.72
5047857,12,Shanghai,10580,05-30 11:30:00,05-30 13:00:00,05-30 14:00:00,121.20459,31.01785,3159,1,05-30 12:39:00,,,,05-30 11:29:00,121.21649,31.01049,0530,13828912556,徐伟,5.74
5796307,12,Shanghai,10580,05-27 11:27:00,05-27 11:27:00,05-27 12:27:00,121.20672,31.01796,3159,1,05-27 11:59:00,05-27 11:59:00,121.20499,31.01663,,,,0527,13828912556,徐伟,9.07
4695220,12,Shanghai,10580,05-25 11:25:00,05-25 12:00:00,05-25 13:00:00,121.20707,31.01719,3159,1,05-25 12:22:00,,,,05-25 11:21:00,121.20733,31.01024,0525,13828912556,徐伟,2.87
2311296,12,Shanghai,10580,05-28 08:46:00,05-28 13:00:00,05-28 14:00:00,121.20341,31.0165,3159,1,05-28 11:24:00,,,,,,,0528,13828912556,徐伟,11.84
477157,12,Shanghai,10580,05-28 16:20:00,05-28 16:19:00,05-28 17:19:00,121.20456,31.01786,3159,1,05-28 16:57:00,05-28 16:56:00,121.20484,31.01665,,,,0528,13828912556,徐伟,1.15
4554048,12,Shanghai,10580,05-27 08:13:00,05-27 10:00:00,05-27 11:00:00,121.20651,31.01649,3159,1,05-27 10:38:00,,,,,,,0527,13828912556,徐伟,1.09
2496322,12,Shanghai,10580,05-25 17:32:00,05-25 18:00:00,05-25 19:00:00,121.20461,31.01636,3159,1,05-25 17:43:00,,,,,,,0525,13828912556,徐伟,1.18
441722,12,Shanghai,10580,05-27 08:53:00,05-27 10:00:00,05-27 11:00:00,121.2049,31.01798,3159,1,05-27 10:09:00,05-27 10:09:00,121.20232,31.01835,,,,0527,13828912556,徐伟,7.93
2138972,12,Shanghai,10580,05-30 07:44:00,05-30 09:00:00,05-30 10:00:00,121.20457,31.01795,3159,1,05-30 09:33:00,,,,,,,0530,13828912556,徐伟,2.59
6143161,12,Shanghai,10580,05-28 14:47:00,05-28 14:47:00,05-28 15:47:00,121.20231,31.01752,3159,1,05-28 14:53:00,05-28 14:46:00,121.20285,31.00913,05-28 14:46:00,121.20284,31.00907,0528,13828912556,徐伟,4.27
3541785,12,Shanghai,10580,05-27 09:19:00,05-27 12:00:00,05-27 13:00:00,121.2033,31.01713,3159,1,05-27 10:28:00,,,,,,,0527,13828912556,徐伟,11.94
3940101,12,Shanghai,10580,05-29 08:11:00,05-29 09:00:00,05-29 10:00:00,121.20487,31.01797,3159,1,05-29 09:28:00,,,,,,,0529,13828912556,徐伟,12.98
1149160,12,Shanghai,10580,05-26 08:20:00,05-26 09:00:00,05-26 10:00:00,121.20458,31.0179,3159,1,05-26 09:11:00,,,,,,,0526,13828912556,徐伟,3.22
2513093,12,Shanghai,10580,05-31 09:06:00,05-31 10:00:00,05-31 11:00:00,121.2024,31.01933,3159,1,05-31 09:27:00,,,,,,,0531,13828912556,徐伟,3.34
3428319,12,Shanghai,10580,05-31 08:05:00,05-31 09:00:00,05-31 10:00:00,121.20494,31.01797,3159,1,05-31 09:15:00,,,,,,,0531,13828912556,徐伟,1.18
3535142,12,Shanghai,4119,05-26 09:23:00,05-26 11:00:00,05-26 12:00:00,121.20712,31.00782,3428,1,05-26 10:36:00,05-26 10:36:00,121.20574,31.01019,,,,0526,13879212528,刘辉,6.88
5635287,12,Shanghai,9280,05-28 11:37:00,05-28 11:37:00,05-28 12:37:00,121.20748,31.00771,3428,1,05-28 11:47:00,05-28 11:47:00,121.20893,31.00783,05-28 11:37:00,121.19303,31.0058,0528,13866380114,郭平,0.62
5195374,12,Shanghai,9280,05-26 09:29:00,05-26 16:00:00,05-26 17:00:00,121.20744,31.00775,3428,1,05-26 12:34:00,05-26 12:34:00,121.20878,31.00773,05-26 09:28:00,121.19958,31.01273,0526,13866380114,郭平,0.24
480206,12,Shanghai,9280,05-28 16:41:00,05-28 17:00:00,05-28 18:00:00,121.2069,31.00769,3428,1,05-28 17:21:00,05-28 17:21:00,121.20871,31.0078,05-28 16:41:00,121.18669,31.01026,0528,13866380114,郭平,10.86
658277,12,Shanghai,10580,05-29 17:46:00,05-30 09:00:00,05-30 10:00:00,121.20696,31.00769,3428,1,05-30 09:10:00,,,,,,,0530,13828912556,徐伟,6.42
5239874,12,Shanghai,10580,05-31 14:42:00,05-31 14:42:00,05-31 15:42:00,121.20876,31.00692,3428,1,05-31 15:31:00,05-31 15:28:00,121.20873,31.00778,,,,0531,13828912556,徐伟,9.6
1667262,12,Shanghai,10580,05-31 08:37:00,05-31 10:00:00,05-31 11:00:00,121.20745,31.00754,3428,1,05-31 10:45:00,,,,,,,0531,13828912556,徐伟,15.0
2575407,12,Shanghai,10580,05-30 08:38:00,05-30 12:00:00,05-30 13:00:00,121.20567,31.0087,3428,1,05-30 12:13:00,,,,,,,0530,13828912556,徐伟,2.32
1634307,12,Shanghai,10580,05-30 14:15:00,05-30 15:00:00,05-30 16:00:00,121.20527,31.00847,3428,1,05-30 15:33:00,05-30 15:28:00,121.20883,31.00765,,,,0530,13828912556,徐伟,0.2
2263121,12,Shanghai,10580,05-29 16:15:00,05-29 16:15:00,05-29 17:15:00,121.20524,31.00849,3428,1,05-29 16:40:00,,,,,,,0529,13828912556,徐伟,8.75
1101960,12,Shanghai,10580,05-29 16:04:00,05-29 17:00:00,05-29 18:00:00,121.20689,31.00771,3428,1,05-29 16:15:00,,,,,,,0529,13828912556,徐伟,1.65
2426081,12,Shanghai,10580,05-30 15:41:00,05-30 16:00:00,05-30 17:00:00,121.20691,31.00773,3428,1,05-30 16:09:00,,,,,,,0530,13828912556,徐伟,4.84
5195705,12,Shanghai,10580,05-28 16:50:00,05-28 17:00:00,05-28 18:00:00,121.20732,31.00724,3428,1,05-28 17:26:00,,,,,,,0528,13828912556,徐伟,5.23
1780485,12,Shanghai,10580,05-30 14:47:00,05-30 14:47:00,05-30 15:47:00,121.2069,31.00773,3428,1,05-30 15:28:00,05-30 15:28:00,121.20875,31.0077,05-30 14:47:00,121.20733,31.01027,0530,13828912556,徐伟,10.87
2572762,12,Shanghai,10580,05-31 12:37:00,05-31 13:00:00,05-31 14:00:00,121.20749,31.00751,3428,1,05-31 13:34:00,,,,,,,0531,13828912556,徐伟,3.51
73948,12,Shanghai,10580,05-30 14:18:00,05-30 14:18:00,05-30 15:18:00,121.20785,31.00687,3428,1,05-30 14:27:00,05-30 14:26:00,121.20898,31.008,05-30 14:18:00,121.21483,31.01057,0530,13828912556,徐伟,8.35
3662872,12,Shanghai,10580,05-30 07:58:00,05-30 09:00:00,05-30 10:00:00,121.20526,31.0081,3428,1,05-30 09:46:00,,,,,,,0530,13828912556,徐伟,2.24
1861075,12,Shanghai,10580,05-27 12:26:00,05-27 13:00:00,05-27 14:00:00,121.2075,31.00755,3428,1,05-27 13:31:00,05-27 13:30:00,121.20884,31.0077,05-27 12:26:00,121.21646,31.01044,0527,13828912556,徐伟,12.0
878627,12,Shanghai,10580,05-28 14:19:00,05-28 14:19:00,05-28 15:19:00,121.20756,31.00751,3428,1,05-28 14:42:00,05-28 14:42:00,121.20882,31.00788,05-28 14:19:00,121.21653,31.0105,0528,13828912556,徐伟,4.97
4057610,12,Shanghai,14790,05-28 08:48:00,05-28 10:00:00,05-28 11:00:00,121.20682,31.00778,3428,1,05-28 08:58:00,,,,,,,0528,13812258687,何华,1.94
5859064,12,Shanghai,14790,05-29 07:35:00,05-29 09:00:00,05-29 10:00:00,121.20849,31.00808,3428,1,05-29 09:02:00,,,,,,,0529,13812258687,何华,1.47
6147415,12,Shanghai,14790,05-27 15:29:00,05-27 15:29:00,05-27 16:29:00,121.20529,31.00776,3428,1,05-27 15:43:00,05-27 15:40:00,121.20885,31.00787,,,,0527,13812258687,何华,1.71
3354650,12,Shanghai,14790,05-27 09:09:00,05-27 11:00:00,05-27 12:00:00,121.20841,31.00776,3428,1,05-27 09:22:00,,,,,,,0527,13812258687,何华,1.54
3787747,12,Shanghai,14790,05-29 08:22:00,05-29 09:00:00,05-29 10:00:00,121.20681,31.00779,3428,1,05-29 09:09:00,05-29 09:09:00,121.20889,31.00781,,,,0529,13812258687,何华,0.67
2206005,12,Shanghai,14790,05-27 09:08:00,05-27 16:00:00,05-27 17:00:00,121.20695,31.00765,3428,1,05-27 09:29:00,,,,,,,0527,13812258687,何华,5.83
5962687,12,Shanghai,2478,05-31 14:09:00,05-31 14:09:00,05-31 16:09:00,121.2034,30.9996,3738,14,05-31 16:06:00,05-31 16:05:00,121.20292,30.99965,05-31 14:02:00,121.14186,31.00325,0531,13864172147,陈鑫,12.25
2170169,12,Shanghai,8216,05-31 10:03:00,05-31 15:00:00,05-31 17:00:00,121.20406,30.98765,3769,14,05-31 11:56:00,05-31 11:56:00,121.22396,30.99019,05-31 10:03:00,121.21622,30.96611,0531,13818847904,徐磊,8.35
1063805,12,Shanghai,9280,05-26 08:42:00,05-26 12:00:00,05-26 13:00:00,121.20098,31.01735,4091,1,05-26 11:31:00,05-26 11:31:00,121.20092,31.01633,05-26 08:40:00,121.20723,31.01048,0526,13866380114,郭平,11.83
3360559,12,Shanghai,9280,05-26 08:48:00,05-26 12:00:00,05-26 13:00:00,121.20094,31.01737,4091,1,05-26 10:55:00,05-26 10:55:00,121.20093,31.01643,05-26 08:47:00,121.20725,31.01045,0526,13866380114,郭平,8.49
1729278,12,Shanghai,9280,05-27 16:57:00,05-27 16:57:00,05-27 17:57:00,121.20095,31.01742,4091,1,05-27 17:28:00,05-27 17:28:00,121.20102,31.0164,05-27 16:57:00,121.18811,31.01001,0527,13866380114,郭平,11.09
4065237,12,Shanghai,10580,05-30 09:10:00,05-30 13:00:00,05-30 14:00:00,121.20084,31.01731,4091,1,05-30 12:31:00,,,,,,,0530,13828912556,徐伟,0.51
5170243,12,Shanghai,10580,05-31 07:55:00,05-31 09:00:00,05-31 10:00:00,121.20093,31.01732,4091,1,05-31 09:05:00,,,,,,,0531,13828912556,徐伟,13.51
1186504,12,Shanghai,10580,05-29 09:57:00,05-29 11:00:00,05-29 12:00:00,121.20114,31.01761,4091,1,05-29 10:58:00,,,,,,,0529,13828912556,徐伟,9.1
2549697,12,Shanghai,10580,05-30 08:37:00,05-30 14:00:00,05-30 15:00:00,121.20082,31.01741,4091,1,05-30 14:34:00,05-30 14:26:00,121.20894,31.00793,,,,0530,13828912556,徐伟,13.6
5911852,12,Shanghai,10580,05-30 08:00:00,05-30 09:00:00,05-30 10:00:00,121.20092,31.01748,4091,1,05-30 09:26:00,,,,,,,0530,13828912556,徐伟,4.97
850316,12,Shanghai,10580,05-27 08:35:00,05-27 10:00:00,05-27 11:00:00,121.20163,31.01672,4091,1,05-27 10:14:00,05-27 10:11:00,121.20191,31.01809,05-27 08:30:00,121.21666,31.0105,0527,13828912556,徐伟,3.76
3659908,12,Shanghai,10580,05-31 11:35:00,05-31 11:35:00,05-31 12:35:00,121.20087,31.01739,4091,1,05-31 12:13:00,,,,,,,0531,13828912556,徐伟,11.51
3123111,12,Shanghai,10580,05-25 10:18:00,05-25 11:00:00,05-25 12:00:00,121.20116,31.01773,4091,1,05-25 10:50:00,,,,,,,0525,13828912556,徐伟,7.43
5733529,12,Shanghai,10580,05-29 15:42:00,05-29 17:00:00,05-29 18:00:00,121.20099,31.01749,4091,1,05-29 17:00:00,,,,05-29 15:41:00,121.21653,31.01054,0529,13828912556,徐伟,6.12
1025597,12,Shanghai,10580,05-30 11:18:00,05-30 12:00:00,05-30 13:00:00,121.20114,31.01773,4091,1,05-30 12:23:00,,,,,,,0530,13828912556,徐伟,5.85
1803916,12,Shanghai,10580,05-27 13:32:00,05-27 13:32:00,05-27 14:32:00,121.20098,31.01737,4091,1,05-27 13:50:00,,,,05-27 13:32:00,121.20896,31.00735,0527,13828912556,徐伟,13.79
2889663,12,Shanghai,10580,05-31 09:02:00,05-31 10:00:00,05-31 11:00:00,121.20083,31.01636,4091,1,05-31 10:13:00,,,,,,,0531,13828912556,徐伟,0.83
3964942,12,Shanghai,10580,05-30 07:43:00,05-31 12:00:00,05-31 13:00:00,121.20089,31.01735,4091,1,05-31 10:39:00,,,,,,,0531,13828912556,徐伟,0.39
5852254,12,Shanghai,10580,05-29 08:13:00,05-29 09:00:00,05-29 10:00:00,121.2009,31.0174,4091,1,05-29 09:35:00,,,,,,,0529,13828912556,徐伟,1.95
221332,12,Shanghai,10580,05-29 09:11:00,05-29 10:00:00,05-29 11:00:00,121.20086,31.01733,4091,1,05-29 09:45:00,,,,,,,0529,13828912556,徐伟,1.06
3328623,12,Shanghai,10580,05-25 15:23:00,05-25 15:23:00,05-25 16:23:00,121.20098,31.01738,4091,1,05-25 16:01:00,,,,05-25 15:23:00,121.21656,31.01045,0525,13828912556,徐伟,13.52
3179304,12,Shanghai,10459,05-28 10:57:00,05-28 12:00:00,05-28 13:00:00,121.20219,31.01496,5615,1,05-28 11:09:00,05-28 11:09:00,121.2022,31.01486,05-28 10:57:00,121.2039,31.01367,0528,13899018410,林鑫,0.38
4113315,12,Shanghai,10459,05-28 12:37:00,05-28 12:37:00,05-28 13:37:00,121.20225,31.01462,5615,1,05-28 13:19:00,05-28 13:19:00,121.20618,31.01351,05-28 12:37:00,121.20711,31.01001,0528,13899018410,林鑫,13.78
3452777,12,Shanghai,10459,05-25 10:29:00,05-25 13:00:00,05-25 14:00:00,121.20103,31.01537,5615,1,05-25 12:30:00,05-25 12:29:00,121.19682,31.01602,,,,0525,13899018410,林鑫,0.35
1175466,12,Shanghai,10459,05-25 12:08:00,05-25 16:00:00,05-25 17:00:00,121.20116,31.01533,5615,1,05-25 16:24:00,05-25 16:24:00,121.20201,31.01492,05-25 12:08:00,121.20429,31.01599,0525,13899018410,林鑫,6.63
1012416,12,Shanghai,10459,05-30 14:17:00,05-30 16:00:00,05-30 17:00:00,121.20226,31.01453,5615,1,05-30 16:23:00,05-30 16:23:00,121.20594,31.01362,05-30 14:17:00,121.20711,31.0101,0530,13899018410,林鑫,10.46
5242557,12,Shanghai,10459,05-28 10:52:00,05-28 13:00:00,05-28 14:00:00,121.20208,31.01491,5615,1,05-28 13:04:00,05-28 13:04:00,121.20196,31.01494,05-28 10:52:00,121.20601,31.01352,0528,13899018410,林鑫,14.14
4444723,12,Shanghai,10459,05-29 07:46:00,05-29 09:00:00,05-29 10:00:00,121.20215,31.01464,5615,1,05-29 09:31:00,05-29 09:31:00,121.20218,31.01465,05-29 07:46:00,121.20426,31.01925,0529,13899018410,林鑫,13.92
4178596,12,Shanghai,10459,05-25 10:26:00,05-25 13:00:00,05-25 14:00:00,121.1965,31.01367,5615,1,05-25 12:20:00,05-25 12:19:00,121.1965,31.01375,,,,0525,13899018410,林鑫,12.09
5213882,12,Shanghai,10459,05-31 09:24:00,05-31 13:00:00,05-31 14:00:00,121.20112,31.01535,5615,1,05-31 11:58:00,05-31 11:58:00,121.20212,31.01492,05-31 09:24:00,121.2027,31.01612,0531,13899018410,林鑫,1.86
22093,12,Shanghai,10459,05-26 09:53:00,05-26 09:53:00,05-26 10:53:00,121.20116,31.01549,5615,1,05-26 10:01:00,05-26 10:01:00,121.20216,31.01474,05-26 09:53:00,121.20259,31.0158,0526,13899018410,林鑫,7.11
3968075,12,Shanghai,10459,05-27 07:59:00,05-27 09:00:00,05-27 10:00:00,121.2011,31.01548,5615,1,05-27 09:45:00,05-27 09:45:00,121.2022,31.01498,05-27 07:59:00,121.20419,31.01919,0527,13899018410,林鑫,13.15
2450884,12,Shanghai,10459,05-30 09:01:00,05-30 09:01:00,05-30 10:01:00,121.20119,31.01545,5615,1,05-30 09:36:00,05-30 09:36:00,121.20202,31.01487,05-30 09:01:00,121.20271,31.01157,0530,13899018410,林鑫,1.46
3840672,12,Shanghai,10459,05-26 08:50:00,05-26 11:00:00,05-26 12:00:00,121.20234,31.01559,5615,1,05-26 10:06:00,05-26 10:06:00,121.20241,31.01546,05-26 08:50:00,121.20432,31.01914,0526,13899018410,林鑫,3.02
1444854,12,Shanghai,10459,05-27 15:43:00,05-27 16:00:00,05-27 17:00:00,121.20117,31.01542,5615,1,05-27 16:07:00,05-27 16:07:00,121.20217,31.01482,05-27 15:43:00,121.20373,31.01403,0527,13899018410,林鑫,3.73
3073837,12,Shanghai,10459,05-31 08:56:00,05-31 10:00:00,05-31 11:00:00,121.19918,31.01453,5615,1,05-31 09:38:00,05-31 09:38:00,121.19864,31.0159,05-31 08:56:00,121.20412,31.01922,0531,13899018410,林鑫,8.0
3558877,12,Shanghai,10459,05-27 13:04:00,05-27 14:00:00,05-27 15:00:00,121.20236,31.01467,5615,1,05-27 14:13:00,05-27 14:13:00,121.20642,31.01374,05-27 13:04:00,121.20344,31.01591,0527,13899018410,林鑫,9.09
2491418,12,Shanghai,10459,05-28 09:58:00,05-28 10:00:00,05-28 11:00:00,121.2011,31.01547,5615,1,05-28 10:08:00,05-28 10:08:00,121.20205,31.01493,05-28 09:58:00,121.20214,31.01475,0528,13899018410,林鑫,8.12
4439937,12,Shanghai,10459,05-30 08:10:00,05-30 09:00:00,05-30 10:00:00,121.20218,31.01485,5615,1,05-30 08:55:00,05-30 08:55:00,121.20213,31.01484,05-30 08:10:00,121.2042,31.01914,0530,13899018410,林鑫,14.26
263725,12,Shanghai,10459,05-28 08:57:00,05-28 10:00:00,05-28 11:00:00,121.20623,31.01414,6052,1,05-28 10:54:00,05-28 10:54:00,121.20594,31.01363,05-28 08:56:00,121.20423,31.01928,0528,13899018410,林鑫,4.44
5229246,12,Shanghai,10459,05-28 08:51:00,05-28 11:00:00,05-28 12:00:00,121.20482,31.01535,6052,1,05-28 11:18:00,05-28 11:18:00,121.20229,31.01489,05-28 08:51:00,121.20414,31.01936,0528,13899018410,林鑫,12.62
3482471,12,Shanghai,10459,05-28 08:44:00,05-28 10:00:00,05-28 11:00:00,121.20689,31.01388,6052,1,05-28 10:02:00,05-28 10:02:00,121.2021,31.01466,05-28 08:44:00,121.20415,31.0193,0528,13899018410,林鑫,8.32
530823,12,Shanghai,10459,05-29 11:02:00,05-29 11:02:00,05-29 12:02:00,121.20534,31.01477,6052,1,05-29 11:14:00,05-29 11:14:00,121.20709,31.01006,05-29 11:01:00,121.20268,31.01459,0529,13899018410,林鑫,7.97
3894450,12,Shanghai,10459,05-27 09:23:00,05-27 10:00:00,05-27 11:00:00,121.20616,31.01419,6052,1,05-27 10:08:00,05-27 10:07:00,121.20601,31.01347,05-27 09:23:00,121.2043,31.01937,0527,13899018410,林鑫,12.95
2668715,12,Shanghai,10459,05-29 09:13:00,05-29 10:00:00,05-29 11:00:00,121.20475,31.01505,6052,1,05-29 09:24:00,05-29 09:24:00,121.2021,31.01483,05-29 09:12:00,121.20392,31.01593,0529,13899018410,林鑫,1.56
1541720,12,Shanghai,10459,05-31 11:57:00,05-31 11:57:00,05-31 12:57:00,121.20572,31.01573,6052,1,05-31 12:24:00,05-31 12:24:00,121.20608,31.01365,05-31 11:57:00,121.20223,31.01491,0531,13899018410,林鑫,1.82
4405055,12,Shanghai,10459,05-31 16:24:00,05-31 17:00:00,05-31 18:00:00,121.20468,31.01552,6052,1,05-31 17:19:00,05-31 17:19:00,121.20606,31.01364,05-31 16:24:00,121.20295,31.01087,0531,13899018410,林鑫,10.69
1091190,12,Shanghai,10459,05-29 17:19:00,05-29 17:19:00,05-29 18:19:00,121.20476,31.01463,6052,1,05-29 17:46:00,05-29 17:46:00,121.20203,31.01487,05-29 17:18:00,121.20736,31.01288,0529,13899018410,林鑫,1.29
5776372,12,Shanghai,10459,05-27 17:10:00,05-27 17:10:00,05-27 18:10:00,121.20465,31.01465,6052,1,05-27 17:42:00,05-27 17:42:00,121.20206,31.01494,05-27 17:10:00,121.20372,31.01235,0527,13899018410,林鑫,14.74
4973401,12,Shanghai,10459,05-30 08:57:00,05-30 14:00:00,05-30 15:00:00,121.20614,31.01539,6052,1,05-30 12:03:00,05-30 12:03:00,121.19682,31.01599,05-30 08:57:00,121.20218,31.01492,0530,13899018410,林鑫,12.39
